id,audio_path,lyrics_path,song,genre
002_all_you_had_to_do_was_stay_06,audio/002_all_you_had_to_do_was_stay_06.mp3,lyrics/002_all_you_had_to_do_was_stay_06.txt,all,rock
003_august_the_long_pond_studio_sessions_00,audio/003_august_the_long_pond_studio_sessions_00.mp3,lyrics/003_august_the_long_pond_studio_sessions_00.txt,august,rock
003_august_the_long_pond_studio_sessions_01,audio/003_august_the_long_pond_studio_sessions_01.mp3,lyrics/003_august_the_long_pond_studio_sessions_01.txt,august,rock
003_august_the_long_pond_studio_sessions_02,audio/003_august_the_long_pond_studio_sessions_02.mp3,lyrics/003_august_the_long_pond_studio_sessions_02.txt,august,rock
003_august_the_long_pond_studio_sessions_03,audio/003_august_the_long_pond_studio_sessions_03.mp3,lyrics/003_august_the_long_pond_studio_sessions_03.txt,august,rock
003_august_the_long_pond_studio_sessions_04,audio/003_august_the_long_pond_studio_sessions_04.mp3,lyrics/003_august_the_long_pond_studio_sessions_04.txt,august,rock
003_august_the_long_pond_studio_sessions_05,audio/003_august_the_long_pond_studio_sessions_05.mp3,lyrics/003_august_the_long_pond_studio_sessions_05.txt,august,rock
003_august_the_long_pond_studio_sessions_06,audio/003_august_the_long_pond_studio_sessions_06.mp3,lyrics/003_august_the_long_pond_studio_sessions_06.txt,august,rock
003_august_the_long_pond_studio_sessions_07,audio/003_august_the_long_pond_studio_sessions_07.mp3,lyrics/003_august_the_long_pond_studio_sessions_07.txt,august,rock
003_august_the_long_pond_studio_sessions_08,audio/003_august_the_long_pond_studio_sessions_08.mp3,lyrics/003_august_the_long_pond_studio_sessions_08.txt,august,rock
004_bad_bloodshouldve_said_no_00,audio/004_bad_bloodshouldve_said_no_00.mp3,lyrics/004_bad_bloodshouldve_said_no_00.txt,bad,rock
004_bad_bloodshouldve_said_no_01,audio/004_bad_bloodshouldve_said_no_01.mp3,lyrics/004_bad_bloodshouldve_said_no_01.txt,bad,rock
004_bad_bloodshouldve_said_no_02,audio/004_bad_bloodshouldve_said_no_02.mp3,lyrics/004_bad_bloodshouldve_said_no_02.txt,bad,rock
004_bad_bloodshouldve_said_no_03,audio/004_bad_bloodshouldve_said_no_03.mp3,lyrics/004_bad_bloodshouldve_said_no_03.txt,bad,rock
004_bad_bloodshouldve_said_no_04,audio/004_bad_bloodshouldve_said_no_04.mp3,lyrics/004_bad_bloodshouldve_said_no_04.txt,bad,rock
004_bad_bloodshouldve_said_no_05,audio/004_bad_bloodshouldve_said_no_05.mp3,lyrics/004_bad_bloodshouldve_said_no_05.txt,bad,rock
004_bad_bloodshouldve_said_no_06,audio/004_bad_bloodshouldve_said_no_06.mp3,lyrics/004_bad_bloodshouldve_said_no_06.txt,bad,rock
004_bad_bloodshouldve_said_no_07,audio/004_bad_bloodshouldve_said_no_07.mp3,lyrics/004_bad_bloodshouldve_said_no_07.txt,bad,rock
005_betty_the_long_pond_studio_sessions_00,audio/005_betty_the_long_pond_studio_sessions_00.mp3,lyrics/005_betty_the_long_pond_studio_sessions_00.txt,betty,pop
005_betty_the_long_pond_studio_sessions_01,audio/005_betty_the_long_pond_studio_sessions_01.mp3,lyrics/005_betty_the_long_pond_studio_sessions_01.txt,betty,pop
005_betty_the_long_pond_studio_sessions_02,audio/005_betty_the_long_pond_studio_sessions_02.mp3,lyrics/005_betty_the_long_pond_studio_sessions_02.txt,betty,pop
005_betty_the_long_pond_studio_sessions_03,audio/005_betty_the_long_pond_studio_sessions_03.mp3,lyrics/005_betty_the_long_pond_studio_sessions_03.txt,betty,pop
005_betty_the_long_pond_studio_sessions_04,audio/005_betty_the_long_pond_studio_sessions_04.mp3,lyrics/005_betty_the_long_pond_studio_sessions_04.txt,betty,pop
005_betty_the_long_pond_studio_sessions_05,audio/005_betty_the_long_pond_studio_sessions_05.mp3,lyrics/005_betty_the_long_pond_studio_sessions_05.txt,betty,pop
005_betty_the_long_pond_studio_sessions_06,audio/005_betty_the_long_pond_studio_sessions_06.mp3,lyrics/005_betty_the_long_pond_studio_sessions_06.txt,betty,pop
005_betty_the_long_pond_studio_sessions_07,audio/005_betty_the_long_pond_studio_sessions_07.mp3,lyrics/005_betty_the_long_pond_studio_sessions_07.txt,betty,pop
005_betty_the_long_pond_studio_sessions_08,audio/005_betty_the_long_pond_studio_sessions_08.mp3,lyrics/005_betty_the_long_pond_studio_sessions_08.txt,betty,pop
005_betty_the_long_pond_studio_sessions_09,audio/005_betty_the_long_pond_studio_sessions_09.mp3,lyrics/005_betty_the_long_pond_studio_sessions_09.txt,betty,pop
006_billboard_woman_of_the_decade_speech_00,audio/006_billboard_woman_of_the_decade_speech_00.mp3,lyrics/006_billboard_woman_of_the_decade_speech_00.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_01,audio/006_billboard_woman_of_the_decade_speech_01.mp3,lyrics/006_billboard_woman_of_the_decade_speech_01.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_02,audio/006_billboard_woman_of_the_decade_speech_02.mp3,lyrics/006_billboard_woman_of_the_decade_speech_02.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_03,audio/006_billboard_woman_of_the_decade_speech_03.mp3,lyrics/006_billboard_woman_of_the_decade_speech_03.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_04,audio/006_billboard_woman_of_the_decade_speech_04.mp3,lyrics/006_billboard_woman_of_the_decade_speech_04.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_05,audio/006_billboard_woman_of_the_decade_speech_05.mp3,lyrics/006_billboard_woman_of_the_decade_speech_05.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_06,audio/006_billboard_woman_of_the_decade_speech_06.mp3,lyrics/006_billboard_woman_of_the_decade_speech_06.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_07,audio/006_billboard_woman_of_the_decade_speech_07.mp3,lyrics/006_billboard_woman_of_the_decade_speech_07.txt,billboard,R&B
006_billboard_woman_of_the_decade_speech_08,audio/006_billboard_woman_of_the_decade_speech_08.mp3,lyrics/006_billboard_woman_of_the_decade_speech_08.txt,billboard,R&B
007_blank_space_00,audio/007_blank_space_00.mp3,lyrics/007_blank_space_00.txt,blank,pop
007_blank_space_01,audio/007_blank_space_01.mp3,lyrics/007_blank_space_01.txt,blank,pop
007_blank_space_02,audio/007_blank_space_02.mp3,lyrics/007_blank_space_02.txt,blank,pop
007_blank_space_03,audio/007_blank_space_03.mp3,lyrics/007_blank_space_03.txt,blank,pop
007_blank_space_04,audio/007_blank_space_04.mp3,lyrics/007_blank_space_04.txt,blank,pop
007_blank_space_05,audio/007_blank_space_05.mp3,lyrics/007_blank_space_05.txt,blank,pop
007_blank_space_06,audio/007_blank_space_06.mp3,lyrics/007_blank_space_06.txt,blank,pop
007_blank_space_07,audio/007_blank_space_07.mp3,lyrics/007_blank_space_07.txt,blank,pop
007_blank_space_08,audio/007_blank_space_08.mp3,lyrics/007_blank_space_08.txt,blank,pop
007_blank_space_09,audio/007_blank_space_09.mp3,lyrics/007_blank_space_09.txt,blank,pop
008_breathless_00,audio/008_breathless_00.mp3,lyrics/008_breathless_00.txt,breathless,R&B
008_breathless_01,audio/008_breathless_01.mp3,lyrics/008_breathless_01.txt,breathless,R&B
008_breathless_02,audio/008_breathless_02.mp3,lyrics/008_breathless_02.txt,breathless,R&B
008_breathless_03,audio/008_breathless_03.mp3,lyrics/008_breathless_03.txt,breathless,R&B
008_breathless_04,audio/008_breathless_04.mp3,lyrics/008_breathless_04.txt,breathless,R&B
008_breathless_05,audio/008_breathless_05.mp3,lyrics/008_breathless_05.txt,breathless,R&B
008_breathless_06,audio/008_breathless_06.mp3,lyrics/008_breathless_06.txt,breathless,R&B
008_breathless_07,audio/008_breathless_07.mp3,lyrics/008_breathless_07.txt,breathless,R&B
009_champagne_problems_00,audio/009_champagne_problems_00.mp3,lyrics/009_champagne_problems_00.txt,champagne,country
009_champagne_problems_01,audio/009_champagne_problems_01.mp3,lyrics/009_champagne_problems_01.txt,champagne,country
009_champagne_problems_02,audio/009_champagne_problems_02.mp3,lyrics/009_champagne_problems_02.txt,champagne,country
009_champagne_problems_03,audio/009_champagne_problems_03.mp3,lyrics/009_champagne_problems_03.txt,champagne,country
009_champagne_problems_04,audio/009_champagne_problems_04.mp3,lyrics/009_champagne_problems_04.txt,champagne,country
009_champagne_problems_05,audio/009_champagne_problems_05.mp3,lyrics/009_champagne_problems_05.txt,champagne,country
009_champagne_problems_06,audio/009_champagne_problems_06.mp3,lyrics/009_champagne_problems_06.txt,champagne,country
009_champagne_problems_07,audio/009_champagne_problems_07.mp3,lyrics/009_champagne_problems_07.txt,champagne,country
009_champagne_problems_08,audio/009_champagne_problems_08.mp3,lyrics/009_champagne_problems_08.txt,champagne,country
010_change_00,audio/010_change_00.mp3,lyrics/010_change_00.txt,change,pop
010_change_01,audio/010_change_01.mp3,lyrics/010_change_01.txt,change,pop
010_change_02,audio/010_change_02.mp3,lyrics/010_change_02.txt,change,pop
010_change_03,audio/010_change_03.mp3,lyrics/010_change_03.txt,change,pop
010_change_04,audio/010_change_04.mp3,lyrics/010_change_04.txt,change,pop
010_change_05,audio/010_change_05.mp3,lyrics/010_change_05.txt,change,pop
010_change_06,audio/010_change_06.mp3,lyrics/010_change_06.txt,change,pop
010_change_07,audio/010_change_07.mp3,lyrics/010_change_07.txt,change,pop
010_change_08,audio/010_change_08.mp3,lyrics/010_change_08.txt,change,pop
010_change_09,audio/010_change_09.mp3,lyrics/010_change_09.txt,change,pop
011_clean_00,audio/011_clean_00.mp3,lyrics/011_clean_00.txt,clean,pop
011_clean_01,audio/011_clean_01.mp3,lyrics/011_clean_01.txt,clean,pop
011_clean_02,audio/011_clean_02.mp3,lyrics/011_clean_02.txt,clean,pop
011_clean_03,audio/011_clean_03.mp3,lyrics/011_clean_03.txt,clean,pop
011_clean_04,audio/011_clean_04.mp3,lyrics/011_clean_04.txt,clean,pop
011_clean_05,audio/011_clean_05.mp3,lyrics/011_clean_05.txt,clean,pop
011_clean_06,audio/011_clean_06.mp3,lyrics/011_clean_06.txt,clean,pop
011_clean_07,audio/011_clean_07.mp3,lyrics/011_clean_07.txt,clean,pop
011_clean_08,audio/011_clean_08.mp3,lyrics/011_clean_08.txt,clean,pop
011_clean_09,audio/011_clean_09.mp3,lyrics/011_clean_09.txt,clean,pop
012_come_in_with_the_rain_00,audio/012_come_in_with_the_rain_00.mp3,lyrics/012_come_in_with_the_rain_00.txt,come,pop
012_come_in_with_the_rain_01,audio/012_come_in_with_the_rain_01.mp3,lyrics/012_come_in_with_the_rain_01.txt,come,pop
012_come_in_with_the_rain_02,audio/012_come_in_with_the_rain_02.mp3,lyrics/012_come_in_with_the_rain_02.txt,come,pop
012_come_in_with_the_rain_03,audio/012_come_in_with_the_rain_03.mp3,lyrics/012_come_in_with_the_rain_03.txt,come,pop
012_come_in_with_the_rain_04,audio/012_come_in_with_the_rain_04.mp3,lyrics/012_come_in_with_the_rain_04.txt,come,pop
012_come_in_with_the_rain_05,audio/012_come_in_with_the_rain_05.mp3,lyrics/012_come_in_with_the_rain_05.txt,come,pop
012_come_in_with_the_rain_06,audio/012_come_in_with_the_rain_06.mp3,lyrics/012_come_in_with_the_rain_06.txt,come,pop
012_come_in_with_the_rain_07,audio/012_come_in_with_the_rain_07.mp3,lyrics/012_come_in_with_the_rain_07.txt,come,pop
013_cornelia_street_live_from_paris_00,audio/013_cornelia_street_live_from_paris_00.mp3,lyrics/013_cornelia_street_live_from_paris_00.txt,cornelia,rock
013_cornelia_street_live_from_paris_01,audio/013_cornelia_street_live_from_paris_01.mp3,lyrics/013_cornelia_street_live_from_paris_01.txt,cornelia,rock
013_cornelia_street_live_from_paris_02,audio/013_cornelia_street_live_from_paris_02.mp3,lyrics/013_cornelia_street_live_from_paris_02.txt,cornelia,rock
013_cornelia_street_live_from_paris_03,audio/013_cornelia_street_live_from_paris_03.mp3,lyrics/013_cornelia_street_live_from_paris_03.txt,cornelia,rock
013_cornelia_street_live_from_paris_04,audio/013_cornelia_street_live_from_paris_04.mp3,lyrics/013_cornelia_street_live_from_paris_04.txt,cornelia,rock
013_cornelia_street_live_from_paris_05,audio/013_cornelia_street_live_from_paris_05.mp3,lyrics/013_cornelia_street_live_from_paris_05.txt,cornelia,rock
013_cornelia_street_live_from_paris_06,audio/013_cornelia_street_live_from_paris_06.mp3,lyrics/013_cornelia_street_live_from_paris_06.txt,cornelia,rock
013_cornelia_street_live_from_paris_07,audio/013_cornelia_street_live_from_paris_07.mp3,lyrics/013_cornelia_street_live_from_paris_07.txt,cornelia,rock
013_cornelia_street_live_from_paris_08,audio/013_cornelia_street_live_from_paris_08.mp3,lyrics/013_cornelia_street_live_from_paris_08.txt,cornelia,rock
013_cornelia_street_live_from_paris_09,audio/013_cornelia_street_live_from_paris_09.mp3,lyrics/013_cornelia_street_live_from_paris_09.txt,cornelia,rock
014_crazier_00,audio/014_crazier_00.mp3,lyrics/014_crazier_00.txt,crazier,rock
014_crazier_01,audio/014_crazier_01.mp3,lyrics/014_crazier_01.txt,crazier,rock
014_crazier_02,audio/014_crazier_02.mp3,lyrics/014_crazier_02.txt,crazier,rock
014_crazier_03,audio/014_crazier_03.mp3,lyrics/014_crazier_03.txt,crazier,rock
014_crazier_04,audio/014_crazier_04.mp3,lyrics/014_crazier_04.txt,crazier,rock
014_crazier_05,audio/014_crazier_05.mp3,lyrics/014_crazier_05.txt,crazier,rock
014_crazier_06,audio/014_crazier_06.mp3,lyrics/014_crazier_06.txt,crazier,rock
015_cruel_summer_00,audio/015_cruel_summer_00.mp3,lyrics/015_cruel_summer_00.txt,cruel,R&B
015_cruel_summer_01,audio/015_cruel_summer_01.mp3,lyrics/015_cruel_summer_01.txt,cruel,R&B
015_cruel_summer_02,audio/015_cruel_summer_02.mp3,lyrics/015_cruel_summer_02.txt,cruel,R&B
015_cruel_summer_03,audio/015_cruel_summer_03.mp3,lyrics/015_cruel_summer_03.txt,cruel,R&B
015_cruel_summer_04,audio/015_cruel_summer_04.mp3,lyrics/015_cruel_summer_04.txt,cruel,R&B
015_cruel_summer_05,audio/015_cruel_summer_05.mp3,lyrics/015_cruel_summer_05.txt,cruel,R&B
016_daylight_00,audio/016_daylight_00.mp3,lyrics/016_daylight_00.txt,daylight,R&B
016_daylight_01,audio/016_daylight_01.mp3,lyrics/016_daylight_01.txt,daylight,R&B
016_daylight_02,audio/016_daylight_02.mp3,lyrics/016_daylight_02.txt,daylight,R&B
016_daylight_03,audio/016_daylight_03.mp3,lyrics/016_daylight_03.txt,daylight,R&B
016_daylight_04,audio/016_daylight_04.mp3,lyrics/016_daylight_04.txt,daylight,R&B
016_daylight_05,audio/016_daylight_05.mp3,lyrics/016_daylight_05.txt,daylight,R&B
016_daylight_06,audio/016_daylight_06.mp3,lyrics/016_daylight_06.txt,daylight,R&B
016_daylight_07,audio/016_daylight_07.mp3,lyrics/016_daylight_07.txt,daylight,R&B
016_daylight_08,audio/016_daylight_08.mp3,lyrics/016_daylight_08.txt,daylight,R&B
016_daylight_09,audio/016_daylight_09.mp3,lyrics/016_daylight_09.txt,daylight,R&B
017_death_by_a_thousand_cuts_00,audio/017_death_by_a_thousand_cuts_00.mp3,lyrics/017_death_by_a_thousand_cuts_00.txt,death,pop
017_death_by_a_thousand_cuts_01,audio/017_death_by_a_thousand_cuts_01.mp3,lyrics/017_death_by_a_thousand_cuts_01.txt,death,pop
017_death_by_a_thousand_cuts_02,audio/017_death_by_a_thousand_cuts_02.mp3,lyrics/017_death_by_a_thousand_cuts_02.txt,death,pop
017_death_by_a_thousand_cuts_03,audio/017_death_by_a_thousand_cuts_03.mp3,lyrics/017_death_by_a_thousand_cuts_03.txt,death,pop
017_death_by_a_thousand_cuts_04,audio/017_death_by_a_thousand_cuts_04.mp3,lyrics/017_death_by_a_thousand_cuts_04.txt,death,pop
017_death_by_a_thousand_cuts_05,audio/017_death_by_a_thousand_cuts_05.mp3,lyrics/017_death_by_a_thousand_cuts_05.txt,death,pop
017_death_by_a_thousand_cuts_06,audio/017_death_by_a_thousand_cuts_06.mp3,lyrics/017_death_by_a_thousand_cuts_06.txt,death,pop
018_delicate_radio_disney_version_00,audio/018_delicate_radio_disney_version_00.mp3,lyrics/018_delicate_radio_disney_version_00.txt,delicate,R&B
018_delicate_radio_disney_version_01,audio/018_delicate_radio_disney_version_01.mp3,lyrics/018_delicate_radio_disney_version_01.txt,delicate,R&B
018_delicate_radio_disney_version_02,audio/018_delicate_radio_disney_version_02.mp3,lyrics/018_delicate_radio_disney_version_02.txt,delicate,R&B
018_delicate_radio_disney_version_03,audio/018_delicate_radio_disney_version_03.mp3,lyrics/018_delicate_radio_disney_version_03.txt,delicate,R&B
018_delicate_radio_disney_version_04,audio/018_delicate_radio_disney_version_04.mp3,lyrics/018_delicate_radio_disney_version_04.txt,delicate,R&B
018_delicate_radio_disney_version_05,audio/018_delicate_radio_disney_version_05.mp3,lyrics/018_delicate_radio_disney_version_05.txt,delicate,R&B
018_delicate_radio_disney_version_06,audio/018_delicate_radio_disney_version_06.mp3,lyrics/018_delicate_radio_disney_version_06.txt,delicate,R&B
018_delicate_radio_disney_version_07,audio/018_delicate_radio_disney_version_07.mp3,lyrics/018_delicate_radio_disney_version_07.txt,delicate,R&B
019_end_game_00,audio/019_end_game_00.mp3,lyrics/019_end_game_00.txt,end,rock
019_end_game_01,audio/019_end_game_01.mp3,lyrics/019_end_game_01.txt,end,rock
019_end_game_02,audio/019_end_game_02.mp3,lyrics/019_end_game_02.txt,end,rock
019_end_game_03,audio/019_end_game_03.mp3,lyrics/019_end_game_03.txt,end,rock
019_end_game_04,audio/019_end_game_04.mp3,lyrics/019_end_game_04.txt,end,rock
019_end_game_05,audio/019_end_game_05.mp3,lyrics/019_end_game_05.txt,end,rock
019_end_game_06,audio/019_end_game_06.mp3,lyrics/019_end_game_06.txt,end,rock
019_end_game_07,audio/019_end_game_07.mp3,lyrics/019_end_game_07.txt,end,rock
019_end_game_08,audio/019_end_game_08.mp3,lyrics/019_end_game_08.txt,end,rock
020_exile_00,audio/020_exile_00.mp3,lyrics/020_exile_00.txt,exile,R&B
020_exile_01,audio/020_exile_01.mp3,lyrics/020_exile_01.txt,exile,R&B
020_exile_02,audio/020_exile_02.mp3,lyrics/020_exile_02.txt,exile,R&B
020_exile_03,audio/020_exile_03.mp3,lyrics/020_exile_03.txt,exile,R&B
020_exile_04,audio/020_exile_04.mp3,lyrics/020_exile_04.txt,exile,R&B
020_exile_05,audio/020_exile_05.mp3,lyrics/020_exile_05.txt,exile,R&B
020_exile_06,audio/020_exile_06.mp3,lyrics/020_exile_06.txt,exile,R&B
020_exile_07,audio/020_exile_07.mp3,lyrics/020_exile_07.txt,exile,R&B
020_exile_08,audio/020_exile_08.mp3,lyrics/020_exile_08.txt,exile,R&B
020_exile_09,audio/020_exile_09.mp3,lyrics/020_exile_09.txt,exile,R&B
020_exile_10,audio/020_exile_10.mp3,lyrics/020_exile_10.txt,exile,R&B
021_false_god_00,audio/021_false_god_00.mp3,lyrics/021_false_god_00.txt,false,country
021_false_god_01,audio/021_false_god_01.mp3,lyrics/021_false_god_01.txt,false,country
021_false_god_02,audio/021_false_god_02.mp3,lyrics/021_false_god_02.txt,false,country
021_false_god_03,audio/021_false_god_03.mp3,lyrics/021_false_god_03.txt,false,country
021_false_god_04,audio/021_false_god_04.mp3,lyrics/021_false_god_04.txt,false,country
021_false_god_05,audio/021_false_god_05.mp3,lyrics/021_false_god_05.txt,false,country
021_false_god_06,audio/021_false_god_06.mp3,lyrics/021_false_god_06.txt,false,country
022_fearless_00,audio/022_fearless_00.mp3,lyrics/022_fearless_00.txt,fearless,rock
022_fearless_01,audio/022_fearless_01.mp3,lyrics/022_fearless_01.txt,fearless,rock
022_fearless_02,audio/022_fearless_02.mp3,lyrics/022_fearless_02.txt,fearless,rock
022_fearless_03,audio/022_fearless_03.mp3,lyrics/022_fearless_03.txt,fearless,rock
022_fearless_04,audio/022_fearless_04.mp3,lyrics/022_fearless_04.txt,fearless,rock
022_fearless_05,audio/022_fearless_05.mp3,lyrics/022_fearless_05.txt,fearless,rock
022_fearless_06,audio/022_fearless_06.mp3,lyrics/022_fearless_06.txt,fearless,rock
022_fearless_07,audio/022_fearless_07.mp3,lyrics/022_fearless_07.txt,fearless,rock
022_fearless_08,audio/022_fearless_08.mp3,lyrics/022_fearless_08.txt,fearless,rock
023_fifteen_00,audio/023_fifteen_00.mp3,lyrics/023_fifteen_00.txt,fifteen,country
023_fifteen_01,audio/023_fifteen_01.mp3,lyrics/023_fifteen_01.txt,fifteen,country
023_fifteen_02,audio/023_fifteen_02.mp3,lyrics/023_fifteen_02.txt,fifteen,country
023_fifteen_03,audio/023_fifteen_03.mp3,lyrics/023_fifteen_03.txt,fifteen,country
023_fifteen_04,audio/023_fifteen_04.mp3,lyrics/023_fifteen_04.txt,fifteen,country
023_fifteen_05,audio/023_fifteen_05.mp3,lyrics/023_fifteen_05.txt,fifteen,country
023_fifteen_06,audio/023_fifteen_06.mp3,lyrics/023_fifteen_06.txt,fifteen,country
023_fifteen_07,audio/023_fifteen_07.mp3,lyrics/023_fifteen_07.txt,fifteen,country
023_fifteen_08,audio/023_fifteen_08.mp3,lyrics/023_fifteen_08.txt,fifteen,country
023_fifteen_09,audio/023_fifteen_09.mp3,lyrics/023_fifteen_09.txt,fifteen,country
024_forever_always_00,audio/024_forever_always_00.mp3,lyrics/024_forever_always_00.txt,forever,R&B
024_forever_always_01,audio/024_forever_always_01.mp3,lyrics/024_forever_always_01.txt,forever,R&B
024_forever_always_02,audio/024_forever_always_02.mp3,lyrics/024_forever_always_02.txt,forever,R&B
024_forever_always_03,audio/024_forever_always_03.mp3,lyrics/024_forever_always_03.txt,forever,R&B
024_forever_always_04,audio/024_forever_always_04.mp3,lyrics/024_forever_always_04.txt,forever,R&B
024_forever_always_05,audio/024_forever_always_05.mp3,lyrics/024_forever_always_05.txt,forever,R&B
024_forever_always_06,audio/024_forever_always_06.mp3,lyrics/024_forever_always_06.txt,forever,R&B
024_forever_always_07,audio/024_forever_always_07.mp3,lyrics/024_forever_always_07.txt,forever,R&B
025_hey_stephen_00,audio/025_hey_stephen_00.mp3,lyrics/025_hey_stephen_00.txt,hey,folk
025_hey_stephen_01,audio/025_hey_stephen_01.mp3,lyrics/025_hey_stephen_01.txt,hey,folk
025_hey_stephen_02,audio/025_hey_stephen_02.mp3,lyrics/025_hey_stephen_02.txt,hey,folk
025_hey_stephen_03,audio/025_hey_stephen_03.mp3,lyrics/025_hey_stephen_03.txt,hey,folk
025_hey_stephen_04,audio/025_hey_stephen_04.mp3,lyrics/025_hey_stephen_04.txt,hey,folk
025_hey_stephen_05,audio/025_hey_stephen_05.mp3,lyrics/025_hey_stephen_05.txt,hey,folk
025_hey_stephen_06,audio/025_hey_stephen_06.mp3,lyrics/025_hey_stephen_06.txt,hey,folk
025_hey_stephen_07,audio/025_hey_stephen_07.mp3,lyrics/025_hey_stephen_07.txt,hey,folk
025_hey_stephen_08,audio/025_hey_stephen_08.mp3,lyrics/025_hey_stephen_08.txt,hey,folk
026_how_you_get_the_girl_00,audio/026_how_you_get_the_girl_00.mp3,lyrics/026_how_you_get_the_girl_00.txt,how,pop
026_how_you_get_the_girl_01,audio/026_how_you_get_the_girl_01.mp3,lyrics/026_how_you_get_the_girl_01.txt,how,pop
026_how_you_get_the_girl_02,audio/026_how_you_get_the_girl_02.mp3,lyrics/026_how_you_get_the_girl_02.txt,how,pop
026_how_you_get_the_girl_03,audio/026_how_you_get_the_girl_03.mp3,lyrics/026_how_you_get_the_girl_03.txt,how,pop
026_how_you_get_the_girl_04,audio/026_how_you_get_the_girl_04.mp3,lyrics/026_how_you_get_the_girl_04.txt,how,pop
026_how_you_get_the_girl_05,audio/026_how_you_get_the_girl_05.mp3,lyrics/026_how_you_get_the_girl_05.txt,how,pop
